0,8.364000e-01
1,9.864000e-01
2,9.789000e-01
3,1.010200e+00
4,9.978000e-01
5,9.977000e-01
6,9.709000e-01
7,9.912000e-01
8,9.924000e-01
9,1.012700e+00
10,1.004700e+00
11,9.948000e-01
12,9.995000e-01
13,9.893000e-01
14,9.796000e-01
15,1.002300e+00
16,9.752000e-01
17,9.844000e-01
18,1.007600e+00
19,1.013700e+00
20,1.010500e+00
21,1.011100e+00
22,9.938000e-01
23,9.801000e-01
24,9.934000e-01
25,9.886000e-01
26,9.988000e-01
27,1.017500e+00
28,1.004700e+00
29,9.754000e-01
30,9.817000e-01
31,1.003700e+00
32,9.923000e-01
33,9.802000e-01
34,9.938000e-01
35,1.019000e+00
36,1.002700e+00
37,9.957000e-01
38,1.005000e+00
39,1.014600e+00
40,9.998000e-01
41,9.765000e-01
42,9.758000e-01
43,9.957000e-01
44,9.921000e-01
45,9.713000e-01
46,9.976000e-01
47,1.006700e+00
48,9.621000e-01
49,9.773000e-01
