0,9.807000e-01
1,9.777000e-01
2,9.762000e-01
3,9.741000e-01
4,9.747000e-01
5,9.940000e-01
6,9.953000e-01
7,9.890000e-01
8,1.001800e+00
9,1.012400e+00
10,9.905000e-01
11,9.984000e-01
12,9.957000e-01
13,9.929000e-01
14,1.008800e+00
15,1.014000e+00
16,1.000700e+00
17,1.015200e+00
18,1.015200e+00
19,9.979000e-01
20,9.735000e-01
21,9.989000e-01
22,9.664000e-01
23,9.870000e-01
24,9.972000e-01
25,9.991000e-01
26,1.020200e+00
27,9.953000e-01
28,9.808000e-01
29,9.982000e-01
30,1.002600e+00
31,1.008400e+00
32,9.890000e-01
33,9.934000e-01
34,9.986000e-01
35,1.010800e+00
36,9.871000e-01
37,1.005300e+00
38,1.000800e+00
39,1.012900e+00
40,1.007400e+00
41,9.892000e-01
42,1.002900e+00
43,1.005200e+00
44,1.002900e+00
45,1.008500e+00
46,9.958000e-01
47,1.010000e+00
48,9.896000e-01
49,1.016400e+00
